No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Company,Industry,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Industry,Country,Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
1267,COLL,"Collegium Pharmaceutical, Inc.",Healthcare,Drugs - Generic,USA,438.37,,,,1095.92,4.69,4.82,,,,-3.31,-321.00%,23.00%,,,,-147.20%,,"Collegium Pharmaceutical, Inc.",Drugs - Generic,28.57,1.90%,0.00%,45.00%,127.90%,12.00%,14.5,-67.30%,-80.20%,,4.3,4.2,0.03,0.07,92.90%,,,-2.62%,0.75%,-8.15%,Drugs - Generic,USA,-29.76%,-4.50%,,0.86,4.58%,5.73%,-3.90%,-6.35%,1.28%,-16.13%,5.39%,-30.68%,80.46%,41.35,-0.40%,-0.27%,1.5,236.33,1.2,14.87,-0.67%,283318,3/14/2017 16:30
1268,COLM,Columbia Sportswear Company,Consumer Goods,Textile - Apparel Clothing,USA,3961.93,20.91,18.47,2.68,1.67,2.54,7.18,22.37,1.27%,25.10%,2.72,10.90%,9.74%,12.50%,7.81%,7.00%,33.80%,2.60%,Columbia Sportswear Company,Textile - Apparel Clothing,27.04,4.90%,-2.29%,39.50%,5.42%,5.25%,3.64,10.10%,13.00%,12.70%,3.9,2.5,0,0,46.70%,10.80%,8.10%,-5.05%,2.99%,-4.26%,Textile - Apparel Clothing,USA,-1.75%,-2.56%,0.75,1.77,2.35%,2.95%,2.59%,-0.31%,-0.14%,-10.61%,9.76%,-10.61%,10.55%,52.89,0.11%,-0.02%,2.2,389.57,1.07,56.81,0.09%,417574,2/9/2017 16:00
1269,COMM,"CommScope Holding Company, Inc.",Technology,Communication Equipment,USA,7587.81,84.48,13.35,5.77,1.55,5.3,14.67,13.2,,0.00%,0.47,-130.20%,13.61%,-23.00%,14.63%,3.60%,213.00%,33.00%,"CommScope Holding Company, Inc.",Communication Equipment,189.84,1.40%,-25.81%,98.90%,-3.35%,1.85%,2.23,1.20%,7.10%,2.70%,2.3,1.7,3.28,3.29,39.80%,9.80%,1.90%,2.63%,10.41%,12.71%,Communication Equipment,USA,64.03%,6.05%,1.27,0.67,1.40%,1.73%,4.12%,5.85%,20.64%,0.25%,13.07%,0.25%,77.54%,70.92,0.59%,-0.28%,1.8,1575.42,1.26,39.45,0.31%,1991261,2/23/2017 8:30
1270,COMT,iShares Commodities Select Strategy,Financial,Exchange Traded Fund,USA,,,,,,,,,0.52%,,,,,,,,,,iShares Commodities Select Strategy,Exchange Traded Fund,,,,,,,0.02,,,,,,,,,,,-1.02%,0.81%,9.01%,Exchange Traded Fund,USA,31.09%,1.43%,,0.4,0.60%,0.83%,-0.40%,0.67%,6.29%,-1.64%,7.02%,-1.64%,32.50%,51.14,0.24%,-0.21%,,65.62,0.46,34.78,0.03%,30410,
1271,CONE,CyrusOne Inc.,Financial,REIT - Diversified,USA,3953.18,214.84,127.63,,7.83,3.22,359.38,,3.20%,625.20%,0.22,-2.50%,38.81%,-29.40%,,25.60%,167.80%,29.30%,CyrusOne Inc.,REIT - Diversified,78.1,1.40%,-5.57%,97.40%,2.79%,11.33%,7.5,0.70%,1.70%,1.10%,,,1.03,1.03,64.10%,13.60%,3.40%,-2.00%,-3.48%,18.13%,REIT - Diversified,USA,30.86%,6.15%,0.81,0.95,1.78%,1.94%,-2.14%,1.28%,-1.07%,-7.57%,14.65%,-15.32%,36.77%,47.54,0.40%,-0.08%,1.9,1180.83,0.64,47.48,0.32%,759026,2/23/2017 8:30
1272,CONN,"Conn's, Inc.",Services,Electronics Stores,USA,325.64,,32.23,,0.2,0.61,5.51,20.74,,,-0.8,-45.30%,159.30%,87.40%,23.00%,14.80%,-82.60%,-4.70%,"Conn's, Inc.",Electronics Stores,17.76,2.10%,-2.56%,57.50%,-5.64%,34.00%,11.8,-1.20%,-4.60%,5.30%,6.1,5,2.44,2.44,45.30%,3.80%,-1.50%,-0.49%,-9.69%,-3.30%,Electronics Stores,USA,-42.06%,-18.97%,1.32,0.56,4.96%,5.00%,-2.50%,-14.64%,4.91%,-30.27%,4.06%,-52.28%,56.73%,37.17,-2.38%,-0.47%,2.2,511.89,0.57,10.25,-2.84%,293113,3/28/2017 8:30
1273,COO,"The Cooper Companies, Inc.",Healthcare,Medical Instruments & Supplies,USA,9554.92,35.07,18.95,2.7,4.86,3.54,94.79,26.88,0.03%,1.10%,5.59,35.00%,12.31%,9.00%,13.00%,8.10%,64.50%,13.90%,"The Cooper Companies, Inc.",Medical Instruments & Supplies,48.59,0.50%,-24.11%,,0.58%,3.63%,3.42,6.10%,10.20%,7.50%,1.7,1,0.41,0.49,59.60%,16.50%,13.90%,2.57%,7.70%,13.92%,Medical Instruments & Supplies,USA,39.15%,12.01%,0.52,2.84,1.46%,1.33%,5.18%,8.86%,11.40%,1.83%,20.25%,1.83%,41.98%,77.86,2.80%,0.04%,1.7,515.94,1.05,195.91,2.83%,539863,3/2/2017 16:30
1274,COOL,"PolarityTE, Inc.",Technology,Multimedia & Graphics Software,USA,21.59,,,,14.4,,3.32,,,,-5.67,-2.90%,,-22.10%,15.00%,-58.50%,70.80%,-50.00%,"PolarityTE, Inc.",Multimedia & Graphics Software,2.47,25.30%,2.09%,2.90%,-10.38%,2.78%,0.27,-144.30%,230.00%,102.20%,5,,,,81.50%,,,15.05%,60.34%,58.07%,Multimedia & Graphics Software,USA,24.00%,72.22%,0.75,0.3,7.67%,6.53%,31.09%,44.57%,39.88%,-10.29%,80.00%,-11.43%,113.79%,76.81,9.84%,0.00%,3,256.25,0.43,5.58,9.84%,109706,12/1/2016 16:30
1275,COP,ConocoPhillips,Basic Materials,Independent Oil & Gas,USA,59894.43,,24.93,,2.48,1.63,,,2.23%,,-2.9,18.60%,190.55%,-20.70%,,-18.10%,99.00%,11.30%,ConocoPhillips,Independent Oil & Gas,1237.94,0.02%,-0.01%,68.30%,3.07%,1.16%,2.08,,,,,,,,35.60%,-16.90%,-15.00%,-5.25%,-4.20%,7.63%,Independent Oil & Gas,USA,47.87%,-4.74%,1.14,1.23,2.13%,2.55%,-3.84%,-5.19%,7.07%,-10.17%,1.22%,-10.17%,52.75%,37.31,-1.47%,-0.25%,2.1,6894.21,1.55,47.51,-1.72%,10691674,2/2/2017 8:30
1276,COPX,Global X Copper Miners ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,0.49%,,,,,,,,,,Global X Copper Miners ETF,Exchange Traded Fund,,,,,,,2.16,,,,,,,,,,,-3.96%,8.56%,23.71%,Exchange Traded Fund,USA,112.91%,23.65%,,0.57,1.68%,1.94%,-0.19%,8.02%,35.32%,-6.56%,24.40%,-6.56%,121.40%,55.19,-0.60%,-1.82%,,60.82,3.12,24.73,-2.41%,189751,
1277,COR,CoreSite Realty Corporation,Financial,REIT - Office,USA,4400.55,56.19,43.58,2.55,10.99,9.01,1000.13,,3.70%,136.10%,1.54,50.00%,18.90%,53.60%,22.00%,18.30%,37.50%,22.10%,CoreSite Realty Corporation,REIT - Office,50.01,1.90%,-1.12%,94.40%,-0.29%,6.13%,6.91,3.80%,15.80%,9.30%,,,2.15,2.15,69.70%,23.60%,12.60%,-0.76%,1.24%,29.35%,REIT - Office,USA,38.54%,8.82%,0.65,1.53,1.88%,1.70%,-0.19%,4.98%,9.13%,-2.49%,23.16%,-6.03%,45.53%,56.73,-0.45%,0.07%,1.9,443.71,0.68,86.37,-0.38%,300703,2/9/2017 8:30
1278,CORE,"Core-Mark Holding Company, Inc.",Services,Food Wholesale,USA,1534.67,28.82,19.93,2.06,0.11,2.95,67.02,,1.00%,27.80%,1.14,20.60%,19.70%,23.30%,14.00%,8.80%,-10.40%,33.50%,"Core-Mark Holding Company, Inc.",Food Wholesale,45.17,2.10%,-3.01%,,1.88%,5.89%,8.36,4.30%,10.60%,9.50%,2.1,1.1,0.53,0.61,5.20%,0.70%,0.40%,-0.60%,-18.81%,-7.94%,Food Wholesale,USA,-13.96%,-23.52%,0.69,1.03,1.76%,3.36%,-5.88%,-15.69%,-18.29%,-25.34%,2.11%,-33.84%,4.70%,22.84,-1.35%,0.42%,1.8,317.9,0.81,32.94,-0.93%,256770,2/27/2017 8:30
1279,CORI,"Corium International, Inc.",Healthcare,Biotechnology,USA,102.6,,,,3.11,,3.1,,,,-1.65,-8.30%,9.30%,,,,,-6.70%,"Corium International, Inc.",Biotechnology,22.39,0.40%,0.00%,67.80%,0.09%,2.93%,5.37,,,-53.60%,4.6,4.2,,,15.80%,,,35.69%,-7.47%,-26.44%,Biotechnology,USA,-28.76%,-5.42%,,0.27,9.99%,6.81%,13.51%,-3.78%,-15.59%,-28.00%,43.76%,-53.90%,43.76%,59.03,6.67%,2.56%,1.4,122.18,3.81,3.84,9.40%,465461,2/13/2017 16:30
1280,CORN,Teucrium Corn ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,Teucrium Corn ETF,Exchange Traded Fund,,,,,,,2.17,,,,,,,,,,,-1.51%,0.36%,4.77%,Exchange Traded Fund,USA,-8.39%,4.49%,,0.23,1.11%,1.08%,-0.03%,1.53%,-0.70%,-2.74%,5.56%,-17.48%,10.58%,51.21,-0.41%,-0.81%,,85.34,0.86,19.55,-1.21%,73649,
1281,CORP,PIMCO Investment Grade Corporate Bd ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,2.90%,,,,,,,,,,PIMCO Investment Grade Corporate Bd ETF,Exchange Traded Fund,,,,,,,0.48,,,,,,,,,,,-0.08%,0.58%,0.06%,Exchange Traded Fund,USA,3.17%,0.50%,,0.55,0.42%,0.54%,0.11%,0.49%,-1.74%,-1.16%,2.29%,-4.36%,4.13%,54.07,-0.08%,0.28%,,85.08,0.48,102.81,0.20%,40775,
1282,CORR,"CorEnergy Infrastructure Trust, Inc.",Financial,Asset Management,USA,428.64,22.24,13.23,11.12,4.82,1.2,42.44,23.95,8.41%,169.70%,1.61,-25.30%,23.32%,-13.10%,2.00%,85.70%,2060.80%,0.00%,"CorEnergy Infrastructure Trust, Inc.",Asset Management,11.8,,,69.50%,10.40%,8.80%,8.48,3.20%,5.90%,4.10%,,,0.58,0.58,,43.40%,23.70%,-1.71%,-1.63%,11.71%,Asset Management,USA,167.54%,2.32%,1.67,0.79,1.95%,2.13%,-0.99%,0.51%,19.17%,-3.54%,7.18%,-3.54%,198.16%,48.78,-1.41%,0.30%,2.2,122.34,0.92,35.69,-1.11%,112189,3/13/2017 16:30
1283,CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,USA,927.13,212.69,38.58,,12.79,29.63,19.36,51.8,,0.00%,0.04,80.70%,216.18%,30.90%,,,500.70%,63.20%,Corcept Therapeutics Incorporated,Biotechnology,96.75,2.30%,-51.17%,58.40%,3.87%,4.92%,6.9,8.00%,18.80%,-7.50%,1.9,1.8,0,0.6,97.40%,9.40%,6.20%,0.30%,9.14%,-12.32%,Biotechnology,USA,111.07%,14.26%,1.74,0.32,2.94%,4.48%,7.11%,5.15%,24.30%,-4.55%,23.81%,-17.05%,135.65%,56.07,-0.78%,0.12%,3,690.53,0.39,8.3,-0.66%,270657,1/30/2017 16:30
1284,COST,Costco Wholesale Corporation,Services,"Discount, Variety Stores",USA,77197.26,32.07,26.85,3.09,0.65,6.43,12.62,40.52,1.02%,30.90%,5.48,-0.70%,10.98%,10.10%,10.38%,6.00%,14.00%,3.20%,Costco Wholesale Corporation,"Discount, Variety Stores",436.26,0.40%,-8.58%,74.50%,1.15%,1.58%,3.2,7.10%,20.70%,13.80%,1,0.4,0.33,0.43,13.40%,3.10%,2.00%,2.24%,7.72%,15.90%,"Discount, Variety Stores",USA,19.62%,10.13%,0.91,2.01,1.05%,1.14%,5.20%,7.81%,12.49%,0.02%,17.23%,0.02%,27.99%,77.12,0.22%,-0.16%,2.1,2148.48,1.13,175.86,0.06%,2424445,3/2/2017 16:30
1285,COT,Cott Corporation,Consumer Goods,Beverages - Soft Drinks,Canada,1528.49,,34.52,,0.5,1.58,12.86,17.88,2.17%,,-0.04,-131.60%,74.46%,-15.50%,45.50%,10.30%,-164.90%,17.10%,Cott Corporation,Beverages - Soft Drinks,135.99,1.50%,0.00%,74.30%,11.35%,1.27%,2.32,-0.10%,-0.50%,5.30%,1.1,0.7,2.08,2.36,32.60%,3.40%,-0.10%,2.59%,4.23%,-6.46%,Beverages - Soft Drinks,Canada,1.04%,-2.21%,0.58,0.25,2.35%,2.19%,3.02%,1.16%,-17.69%,-5.22%,9.70%,-35.35%,16.16%,58.02,0.36%,-0.09%,2.3,743.08,0.77,11.08,0.27%,570804,2/23/2017 8:30
1286,COTV,"Cotiviti Holdings, Inc.",Technology,Healthcare Information Services,USA,3311.07,97.35,25.35,7.15,5.44,3.64,75.6,31.06,,0.00%,0.38,151.50%,7.42%,,13.62%,,161.50%,14.10%,"Cotiviti Holdings, Inc.",Healthcare Information Services,73.44,2.20%,-3.85%,84.00%,3.65%,1.57%,4.34,1.60%,3.90%,4.30%,1.2,1.2,0.84,0.86,60.30%,18.20%,5.40%,0.36%,7.18%,8.13%,Healthcare Information Services,USA,,6.69%,,1.05,2.79%,2.95%,5.40%,6.53%,23.56%,-2.86%,13.03%,-2.86%,115.88%,61.83,-0.27%,0.22%,2,265.86,0.5,36.7,-0.05%,132344,2/22/2017 16:30
1287,COTY,Coty Inc.,Consumer Goods,Personal Products,USA,13963.68,,19.6,,2.58,1.44,14.87,72.73,2.65%,,-0.11,-56.10%,23.12%,9.10%,-6.00%,16.50%,-75.20%,89.70%,Coty Inc.,Personal Products,450.49,0.20%,378.62%,65.40%,86.67%,7.66%,5.23,-0.10%,-0.40%,8.50%,1.2,0.9,0.64,0.66,59.90%,1.00%,-0.20%,3.34%,1.56%,3.64%,Personal Products,USA,-33.40%,3.17%,0.27,0.58,3.47%,3.05%,-1.26%,0.04%,-18.42%,-5.97%,4.25%,-39.22%,6.01%,48.81,0.69%,0.37%,2.5,6596.65,0.64,18.89,1.07%,4209789,2/9/2017 8:30
1288,COUP,Coupa Software Incorporated,Technology,Internet Software & Services,USA,1300.42,,,,10.65,7.54,5.89,,,,-0.88,-69.10%,64.70%,,,,29.70%,55.30%,Coupa Software Incorporated,Internet Software & Services,47.88,2.30%,0.00%,34.40%,,2.98%,4.76,,,42.90%,2.7,2.7,0,0,63.30%,-32.70%,-34.80%,3.47%,7.22%,-7.93%,Internet Software & Services,USA,,8.60%,,0.78,3.09%,2.84%,5.02%,5.96%,1.79%,-4.37%,15.48%,-34.73%,15.48%,62.87,4.50%,-0.12%,2.6,300.03,0.77,27.16,4.38%,231529,3/13/2017 16:30
1289,COVS,Covisint Corporation,Technology,Application Software,USA,83.73,,,,1.18,1.43,2.75,,,,-0.36,62.80%,,-54.60%,1.10%,7.00%,-5.30%,-13.50%,Covisint Corporation,Application Software,40.14,1.10%,0.00%,87.70%,-1.35%,0.69%,5.33,-15.40%,-22.30%,-20.90%,1.9,1.9,0,0,53.00%,-20.10%,-20.20%,0.00%,-2.38%,-6.82%,Application Software,USA,2.50%,7.89%,1.28,0.11,4.09%,5.36%,1.36%,-0.68%,-3.01%,-14.58%,7.89%,-17.34%,36.67%,51.29,2.50%,0.00%,3,52.16,3.6,2.05,2.50%,187896,2/9/2017 16:30
1290,COW,iPath Bloomberg Livestock SubTR ETN,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,iPath Bloomberg Livestock SubTR ETN,Exchange Traded Fund,,,,,,,3.56,,,,,,,,,,,0.38%,-2.54%,13.24%,Exchange Traded Fund,USA,-7.76%,-0.54%,,0.37,1.88%,1.58%,-0.07%,0.66%,3.38%,-3.30%,12.49%,-12.65%,27.96%,49.45,1.88%,-0.73%,,52.97,0.63,22.24,1.14%,33455,
1291,COWN,"Cowen Group, Inc.",Financial,Investment Brokerage - National,USA,493.85,,8.4,,1.05,0.53,,,,,-0.97,-171.10%,57.39%,22.80%,10.00%,14.90%,-113.00%,10.60%,"Cowen Group, Inc.",Investment Brokerage - National,25.35,0.50%,-4.41%,92.40%,-3.33%,15.16%,8.21,,,,,,,,87.70%,-16.00%,-5.50%,-0.33%,3.05%,18.75%,Investment Brokerage - National,USA,15.15%,-1.94%,1.53,0.63,4.67%,3.53%,-0.47%,-2.48%,9.44%,-9.25%,11.76%,-9.25%,39.19%,47.71,2.01%,-1.00%,2.5,468.35,0.66,15.2,1.00%,309805,2/15/2017 16:30
1292,COYN,"COPsync, Inc.",Services,Computers Wholesale,USA,4.9,,,,0.75,,12.25,,,,-1.39,-21.00%,50.40%,-3.50%,,20.50%,20.70%,7.70%,"COPsync, Inc.",Computers Wholesale,9.34,,,0.80%,4.31%,0.87%,0.37,-178.10%,,-102.90%,0.4,0.3,,,28.50%,,,-15.45%,-32.50%,-59.50%,Computers Wholesale,USA,-76.45%,-50.56%,-0.16,0.08,24.26%,14.31%,-19.02%,-41.00%,-62.58%,-68.36%,1.25%,-84.77%,1.25%,39.84,-9.23%,4.99%,2,218.17,1.94,0.41,-4.71%,423186,3/27/2017 8:30
1293,CP,Canadian Pacific Railway Limited,Services,Railroads,Canada,22116.74,18.44,15.22,2.1,4.64,6.19,176.23,44.34,1.02%,17.30%,8.12,26.50%,12.26%,26.00%,8.79%,3.80%,25.90%,-3.00%,Canadian Pacific Railway Limited,Railroads,146.15,,,67.90%,2.51%,0.68%,1.16,8.30%,33.20%,15.00%,0.7,0.6,1.87,1.88,88.00%,41.00%,25.70%,1.21%,-0.43%,3.50%,Railroads,Canada,20.11%,4.83%,1.07,2.3,1.19%,1.49%,-0.58%,0.92%,4.19%,-4.25%,5.91%,-4.38%,29.01%,52.15,-0.82%,-0.03%,1.9,853.83,0.45,149.67,-0.85%,387109,1/18/2017 16:30
1294,CPA,"Copa Holdings, S.A.",Services,Regional Airlines,Panama,4412.5,12.85,12.09,,1.99,2.37,5.42,8.06,1.97%,25.40%,8.05,256.40%,13.53%,2.80%,,3.90%,124.00%,12.90%,"Copa Holdings, S.A.",Regional Airlines,31.11,25.30%,0.00%,95.80%,-3.07%,9.21%,8.11,9.00%,19.40%,8.00%,1.2,1.1,0.52,0.64,76.20%,12.40%,15.30%,5.46%,6.99%,14.27%,Regional Airlines,Panama,84.21%,13.85%,1.58,2.97,4.71%,2.80%,5.63%,8.97%,31.39%,-2.73%,14.71%,-2.73%,115.48%,62.98,-1.77%,0.32%,2.6,353.24,1.65,103.41,-1.45%,583644,2/15/2017 16:30
1295,CPAC,Cementos Pacasmayo S.A.A.,Industrial Goods,Cement,Peru,1061.96,19.66,15.73,12.29,2.7,1.75,19.74,29.25,4.57%,191.40%,0.47,13.30%,5.98%,-0.90%,1.60%,6.50%,-15.50%,0.40%,Cementos Pacasmayo S.A.A.,Cement,62.97,,,4.30%,-10.58%,0.01%,0.26,4.90%,8.50%,7.90%,2.1,1,0.54,0.54,41.00%,23.00%,13.00%,-5.06%,-2.54%,-0.11%,Cement,Peru,47.16%,-0.11%,0.98,0.22,2.56%,2.47%,-4.29%,-2.12%,0.90%,-8.82%,3.25%,-8.82%,59.39%,36.23,-1.29%,0.43%,2.8,27.28,0.18,9.2,-0.86%,4814,2/14/2017 16:30
1296,CPAH,CounterPath Corporation,Technology,Application Software,Canada,13,,10,,1.13,1.5,6.84,,,,-0.48,41.90%,165.00%,10.70%,,0.10%,-64.40%,-6.70%,CounterPath Corporation,Application Software,2.59,49.10%,17.24%,,,0.12%,0.44,-17.40%,-25.60%,,1.2,1.2,0,0,85.50%,-19.20%,-19.00%,4.42%,4.42%,43.65%,Application Software,Canada,13.04%,4.84%,-0.51,0.12,1.39%,3.60%,2.40%,9.59%,17.30%,-5.80%,35.42%,-7.14%,43.65%,57.52,0.31%,-0.69%,2,6.91,0.15,2.6,-0.38%,1012,3/15/2017 16:30
1297,CPB,Campbell Soup Company,Consumer Goods,Processed & Packaged Goods,USA,19206,27.53,18.09,5.2,2.41,12.11,62.16,27.59,2.39%,82.00%,2.12,-14.90%,5.04%,-4.30%,5.30%,2.20%,-61.50%,-1.40%,Campbell Soup Company,Processed & Packaged Goods,181.78,0.40%,-3.85%,43.40%,-2.53%,4.83%,5.12,6.30%,31.70%,13.00%,0.8,,1.55,0,35.70%,11.00%,6.20%,-7.57%,-6.04%,8.02%,Processed & Packaged Goods,USA,-1.92%,-2.73%,0.45,1.19,2.32%,1.53%,-7.17%,-4.43%,-1.36%,-8.95%,2.42%,-12.65%,11.84%,28.25,-0.88%,-5.68%,3.3,1713.69,3.57,58.48,-6.51%,6121111,2/17/2017 8:30
1298,CPE,Callon Petroleum Company,Basic Materials,Independent Oil & Gas,USA,2915.12,,28.11,,17.64,1.78,8.94,,,,-2.56,-680.80%,84.73%,13.45%,,8.90%,108.20%,63.00%,Callon Petroleum Company,Independent Oil & Gas,199.57,0.40%,-0.49%,90.40%,35.86%,10.84%,4.17,-20.10%,-33.20%,-35.80%,3.1,3.1,0.26,0.26,75.40%,,,0.42%,-5.68%,-1.04%,Independent Oil & Gas,USA,124.88%,-7.09%,1.68,0.48,3.55%,3.20%,-3.52%,-7.70%,3.61%,-20.67%,7.13%,-22.94%,150.53%,39.79,-0.90%,-0.62%,1.9,5186.48,0.87,14.28,-1.52%,4516270,2/27/2017 16:30
1299,CPER,United States Copper Index,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,United States Copper Index,Exchange Traded Fund,,,,,,,0.87,,,,,,,,,,,-2.15%,4.18%,9.62%,Exchange Traded Fund,USA,32.36%,8.32%,,0.35,1.99%,1.40%,0.68%,3.60%,16.93%,-5.29%,10.69%,-6.79%,36.23%,54.49,0.11%,-0.78%,,10.27,0.9,17.71,-0.67%,9217,
1300,CPF,Central Pacific Financial Corp.,Financial,Regional - Pacific Banks,USA,993.56,21.29,18.13,2.66,5.95,1.95,10.36,,2.00%,39.60%,1.51,7.10%,11.62%,-14.60%,8.00%,4.10%,14.60%,6.00%,Central Pacific Financial Corp.,Regional - Pacific Banks,29.73,0.90%,-28.04%,96.20%,-1.74%,1.23%,2.71,0.90%,9.20%,23.10%,,,0.18,0.18,,97.80%,28.10%,1.33%,8.06%,7.87%,Regional - Pacific Banks,USA,65.18%,1.97%,1.16,0.7,1.55%,2.20%,2.05%,2.84%,21.15%,-3.26%,9.58%,-3.26%,70.68%,56.86,-0.28%,-0.31%,2.5,134.78,2.87,32.04,-0.59%,387298,1/25/2017 8:30
1301,CPG,Crescent Point Energy Corp.,Basic Materials,Independent Oil & Gas,Canada,6718.53,,248.2,,4.16,0.87,,,,,-1.21,-540.00%,107.60%,29.57%,,,,-10.00%,Crescent Point Energy Corp.,Independent Oil & Gas,537.95,,,,,1.10%,5.53,,,,,,,,,,,7.54%,3.85%,6.07%,Independent Oil & Gas,Canada,9.05%,-8.68%,,0.39,3.34%,3.22%,7.38%,-1.98%,-11.93%,-15.81%,18.42%,-34.51%,18.42%,58.1,8.86%,-1.04%,2,1074.52,4.43,12.41,7.73%,4765200,2/23/2017 8:30
1302,CPHC,Canterbury Park Holding Corporation,Services,Gaming Activities,USA,44.71,9.98,,,0.87,1.24,9.72,,1.93%,4.80%,1.04,11.90%,,35.80%,,5.50%,11.50%,-1.80%,Canterbury Park Holding Corporation,Gaming Activities,2.51,5.50%,0.00%,30.70%,3.11%,0.03%,0.25,9.20%,13.00%,7.50%,1.2,1.2,0,0,76.70%,14.70%,8.70%,1.47%,4.02%,-1.88%,Gaming Activities,USA,6.98%,2.99%,-0.26,0.15,0.94%,0.75%,1.51%,0.99%,-0.66%,-5.88%,5.61%,-6.78%,10.28%,55.29,0.00%,0.98%,,2.59,0.03,10.35,0.98%,70,2/13/2017 16:30
1303,CPHI,"China Pharma Holdings, Inc.",Healthcare,Drug Manufacturers - Major,China,11.8,,,,0.8,0.17,3.19,5.9,,,-0.28,61.00%,,-21.60%,10.00%,-22.80%,-159.70%,-31.10%,"China Pharma Holdings, Inc.",Drug Manufacturers - Major,21.94,0.30%,,5.70%,0.62%,0.01%,0.03,-12.90%,-17.40%,-16.00%,1.6,1,0.14,0.22,10.90%,-75.80%,-81.00%,4.00%,-3.70%,30.00%,Drug Manufacturers - Major,China,100.00%,0.00%,2.47,0.02,9.64%,8.79%,2.56%,3.42%,8.54%,-25.71%,52.94%,-25.71%,100.00%,54.66,0.00%,-3.70%,2,95.88,0.08,0.26,-3.70%,7815,2/28/2017 8:30
1304,CPI,IQ Real Return ETF,Financial,Exchange Traded Fund,USA,,,,,,,,,,,,,,,,,,,IQ Real Return ETF,Exchange Traded Fund,,,,,,,0.23,,,,,,,,,,,0.10%,0.59%,1.60%,Exchange Traded Fund,USA,3.15%,0.77%,,0.05,0.10%,0.19%,0.33%,0.56%,0.91%,0.03%,2.41%,-1.10%,6.30%,68.31,0.00%,0.07%,,6.6,0.01,27.12,0.07%,80,
1305,CPIX,Cumberland Pharmaceuticals Inc.,Healthcare,Drug Manufacturers - Other,USA,92.67,,,,2.9,1.24,1.85,,,,0,-69.40%,,-18.20%,30.00%,-6.10%,-13.70%,11.40%,Cumberland Pharmaceuticals Inc.,Drug Manufacturers - Other,9.76,1.10%,-9.02%,34.60%,1.19%,0.70%,3.29,0.00%,-0.10%,0.70%,5.7,5.3,0.05,0.05,81.40%,-1.20%,-0.10%,-6.09%,-3.22%,6.93%,Drug Manufacturers - Other,USA,21.75%,3.82%,1.16,0.21,3.71%,3.63%,-5.63%,-1.71%,13.30%,-15.16%,10.66%,-15.16%,35.95%,39.81,0.53%,-0.87%,3,20.69,2.93,5.71,-0.35%,60532,3/2/2017 16:30
1306,CPK,Chesapeake Utilities Corporation,Utilities,Gas Utilities,USA,1072.88,24.33,20.63,4.2,2.32,2.3,715.25,,1.86%,43.10%,2.7,9.90%,10.98%,8.40%,5.80%,1.40%,-14.30%,17.80%,Chesapeake Utilities Corporation,Gas Utilities,15.48,0.90%,-1.65%,61.80%,2.86%,1.51%,5.03,3.80%,10.70%,7.40%,0.4,0.3,0.33,0.71,54.20%,17.00%,9.00%,-1.65%,3.38%,3.04%,Gas Utilities,USA,4.69%,-1.87%,0.24,1.43,2.61%,2.03%,0.76%,-0.30%,4.34%,-6.14%,4.29%,-6.14%,19.41%,48.97,-0.45%,0.30%,2.5,46.39,0.84,65.7,-0.15%,39100,2/28/2017 8:30
1307,CPL,CPFL Energia S.A.,Utilities,Foreign Utilities,Brazil,8419.77,24.5,36.69,2.61,1.43,3.23,4.6,9.9,1.57%,19.40%,0.67,-8.90%,17.49%,-11.50%,9.40%,10.90%,-13.50%,-4.60%,CPFL Energia S.A.,Foreign Utilities,271.8,46.60%,0.00%,2.20%,-1.21%,0.26%,2.55,2.80%,13.60%,6.50%,1.4,,2.04,2.43,22.40%,14.60%,5.90%,1.04%,4.56%,19.54%,Foreign Utilities,Brazil,109.78%,8.13%,1.43,0.17,1.04%,0.93%,1.79%,6.07%,18.30%,-1.49%,18.44%,-1.49%,113.16%,68.57,0.30%,-0.60%,1,274.8,0.66,16.51,-0.30%,180300,3/20/2017 16:30
